CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-25-2017-045-05,8451,45,5,2,25,2,2,1B3LC56R98N6,1B3,FCA US LLC,Chrysler,,DODGE,Avenger,2008,PASSENGER CAR,JS,SXT,P (Premium),,Sedan/Saloon,4,,2700.0,,,,,,,,,,,,,,,,,994,Sterling Heights Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,6,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1B3LC56R*8N***,Direct,09OCT19:08:06:26,180.29805951285100000000
1-25-2017-046-01,8487,46,1,1,25,2,2,JF1SF6558YH7,JF1,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Forester,2000,PASSENGER CAR,,Sport Wagon,,,Wagon,4,,2500.0,Automatic,OTA,GUNMA,JAPAN,,,,,,,,,,,,,1075,FHI,,,"Class 1: 6,000 lb or less (2,722 kg or less)",,,,,,,,,,,,,,4,AWD/All Wheel Drive,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,1st Row (Driver & Passenger),,,,0,,,,,JF1SF655*YH***,,09OCT19:08:17:33,316.67564690482100000000
1-25-2017-047-01,8628,47,1,1,25,2,2,2FMDK36C78BA,2FM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Edge,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),SE,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3500.0,,OAKVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,197.61,265.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,2FMDK36C*8B***,Direct,09OCT19:08:13:05,220.04999258550400000000
1-25-2017-047-01,8628,47,1,2,25,2,2,1FMDK05W88GA,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Taurus X,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),SEL,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3500.0,,CHICAGO,ILLINOIS,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,196.12,263.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,1FMDK05W*8G***,Direct,09OCT19:08:08:19,220.04999258550400000000
1-25-2017-049-03,8775,49,3,1,25,2,2,3C3CFFAR2FT5,3C3,CHRYSLER DE MEXICO TOLUCA,Chrysler (Mexico),FCA US LLC,FIAT,500,2015,PASSENGER CAR,,Pop,,,Hatchback/Liftback/Notchback,2,,1400.0,,TOLUCA,STATE OF MEXICO,MEXICO,,,,,,,,,,,,,1002,Toluca Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,3C3CFFAR*FT***,Direct,09OCT19:08:14:22,254.69962889029900000000
1-25-2017-049-03,8775,49,3,2,25,2,2,1GCZGFBA4A11,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Express,2010,TRUCK,2500,Cargo,,,Van,4,L20,4800.0,,WENTZVILLE,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,GM,,8,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1GCZGFBA*A1***,,09OCT19:08:10:35,254.69962889029900000000
1-25-2017-051-09,8905,51,9,1,25,2,2,1B3HB28B77D1,1B3,FCA US LLC,Chrysler,,DODGE,Caliber,2007,PASSENGER CAR,PM,SE,L (Low Line),,Hatchback/Liftback/Notchback,4,,2000.0,,,,,,,,,,,,,,,,,994,Belvidere Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1B3HB28B*7D***,,09OCT19:08:06:23,2248.17585176391000000000
1-25-2017-052-04,8947,52,4,1,25,2,2,5TFUY5F11GX5,5TF,"TOYOTA MOTOR MANUFACTURING, TEXAS, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Tundra,2016,TRUCK,UPK51L/USK51L/USK52L/UPK56L/USK56L/USK57L,SR5 Grade,,,Pickup,,3UR-FE,5700.0,,,TEXAS,UNITED STATES (USA),,,,,,,,,,,,,1090,"Toyota Motor Manufacturing, Texas Inc.",Long,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,284.11,381.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st Row (Driver & Passenger),All Rows,,,0,,Extra/Super/ Quad/Double/King/Extended,,,5TFUY5F1*GX***,,09OCT19:08:17:09,4592.95463857810000000000
1-26-2017-001-10,6144,1,10,1,26,10,2,JH4KB16697C0,JH4,"HONDA MOTOR CO., LTD",Honda,,ACURA,RL,2007,PASSENGER CAR,,Tech,,,Sedan/Saloon,4,J35A8,3474.057568,Automatic,SAYAMA,SAITAMA,JAPAN,,,,,,,,,,,,,987,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,216.25,290.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JH4KB166*7C***,,09OCT19:08:17:44,20830.73511251550000000000
1-26-2017-001-10,6144,1,10,2,26,10,2,5FNYF18525B0,5FN,"HONDA MFG., ALABAMA., LLC.",Honda,"AMERICAN HONDA MOTOR CO., INC.",HONDA,Pilot,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),EX-L,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),5,J35A6,3474.057568,Automatic,LINCOLN,ALABAMA,UNITED STATES (USA),,,,,,,,,,,,,989,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,5,,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,190.15,255.00,,Single Overhead Cam (SOHC),,,,,,,,,,,0,,,,,5FNYF185*5B***,,09OCT19:08:16:22,20830.73511251550000000000
1-26-2017-002-09,6192,2,9,1,26,10,2,1HGCG1653WA0,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Accord,1998,PASSENGER CAR,,EX,,,Sedan/Saloon,4,J30A1 (VTEC),2998.832712,Automatic,MARYSVILLE,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,4,,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,149.14,200.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1HGCG165*WA***,,09OCT19:08:11:17,3498.03165471544000000000
1-26-2017-002-09,6192,2,9,2,26,10,2,JTDBR32E0500,JTD,"TOYOTA MOTOR NORTH AMERICA, INC",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2005,PASSENGER CAR,ZZE130L,,,,Sedan/Saloon,4,1ZZ-FE,1800.0,,TAKAOKA,,JAPAN,,,,,,,,,,,,,962,Toyota Motor Corp,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,JTDBR32E*50***,,09OCT19:08:18:24,3498.03165471544000000000
1-26-2017-003-02,6279,3,2,1,26,10,2,1N6SD16Y2VC3,1N6,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pickup,1997,TRUCK,,,,,Pickup,,KA24,2400.0,,,,UNITED STATES (USA),,,,,,,,,,,,,997,U.S.A. Plant,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1N6SD16Y*VC***,,09OCT19:08:12:23,217.32775268726600000000
1-26-2017-003-02,6279,3,2,2,26,10,2,JHMGE8H53DC0,JHM,"HONDA MOTOR CO., LTD",Honda,,HONDA,Fit,2013,PASSENGER CAR,Sport,,,,Hatchback/Liftback/Notchback,5,L15A7,1491.222824,Automatic,SAYAMA,SAITAMA,JAPAN,,,,,,,,,,,,,987,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",3252,,,,,,,,,,,,,5,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,In-Line,87.25,117.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JHMGE8H5*DC***,Direct,09OCT19:08:17:51,217.32775268726600000000
1-26-2017-004-09,6318,4,9,1,26,10,2,1D7HA18N46S6,1D7,FCA US LLC,Chrysler,,DODGE,Ram,2006,TRUCK,Light Duty,1500,,,Pickup,4,Magnum,4700.0,,WARREN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,994,Dodge City Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1D7HA18N*6S***,,09OCT19:08:07:25,4450.78214838925000000000
1-26-2017-006-04,6377,6,4,1,26,10,2,1C3CCCAB5FN5,1C3,FCA US LLC,Chrysler,,CHRYSLER,200,2015,PASSENGER CAR,,Limited,,,Sedan/Saloon,4,,2400.0,,STERLING HEIGHTS,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,994,Sterling Heights Assembly,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,,,4,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,,,,1C3CCCAB*FN***,Direct,09OCT19:08:06:44,3522.06508047726000000000
1-26-2017-007-06,6418,7,6,1,26,10,2,1J8GP28K88W1,1J8,FCA US LLC,Chrysler,,JEEP,Liberty,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),KK,Sport,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3700.0,,,,,,,,,,,,,,,,,994,Toledo North Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1J8GP28K*8W***,Direct,09OCT19:08:11:55,2711.20999557033000000000
1-26-2017-007-06,6418,7,6,2,26,10,2,JM1BL1SG6A12,JM1,MAZDA MOTOR CORPORATION,Mazda,,MAZDA,Mazda3,2010,PASSENGER CAR,Sedan,,,,Sedan/Saloon,4,LFX California,2000.0,,"HOFU, YAMAGUCHI",,JAPAN,,,,,,,,,,,,,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JM1BL1SG*A1***,Direct,09OCT19:08:17:54,2711.20999557033000000000
1-26-2017-009-09,6457,9,9,1,26,10,2,1G4HR52K9VH4,1G4,GENERAL MOTORS LLC,GM,,BUICK,LeSabre,1997,PASSENGER CAR,Limited,,,,Sedan/Saloon,4,,3800.0,,FLINT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLT,,6,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1G4HR52K*VH***,,09OCT19:08:10:00,1739.37135280730000000000
1-26-2017-009-09,6457,9,9,2,26,10,2,1GBHC29U53E1,1GB,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2003,INCOMPLETE VEHICLE,2500,3/4 Ton,,,Incomplete,,LQ4 Iron,6000.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,Gm Truck Group,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,8,,Gasoline,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1GBHC29U*3E***,,09OCT19:08:10:09,1739.37135280730000000000
1-26-2017-010-06,6496,10,6,1,26,10,2,2HGFG3B88CH5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2012,PASSENGER CAR,EX,,,,Coupe,2,R18Z1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFG3B8*CH***,Direct,09OCT19:08:13:54,2568.83600284856000000000
1-26-2017-010-06,6496,10,6,2,26,10,2,2HGFA55568H7,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2008,PASSENGER CAR,Si,,,,Sedan/Saloon,4,K20Z3,1999.221808,Manual/Standard,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,6,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFA555*8H***,Direct,09OCT19:08:13:47,2568.83600284856000000000
1-26-2017-014-03,6612,14,3,1,26,10,2,1G4HP57246U2,1G4,GENERAL MOTORS LLC,GM,,BUICK,Lucerne,2006,PASSENGER CAR,CX,,,,Sedan/Saloon,4,L26,3800.0,,DETROIT HAMTRAMCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,1G4HP572*6U***,,09OCT19:08:09:59,465.93117721850600000000
1-26-2017-014-03,6612,14,3,2,26,10,2,1N4AL3AP1DN4,1N4,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Altima,2013,PASSENGER CAR,,,,,Sedan/Saloon,4,,2500.0,,,,UNITED STATES (USA),,,,,,,,,,,,,997,Canton Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,1N4AL3AP*DN***,Direct,09OCT19:08:12:09,465.93117721850600000000
1-26-2017-015-03,6650,15,3,1,26,10,2,1HGEJ622XYL0,1HG,"HONDA OF AMERICA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2000,PASSENGER CAR,,DX,,,Coupe,2,D16Y7,1589.545208,Automatic,EAST LIBERTY,OHIO,UNITED STATES (USA),,,,,,,,,,,,,988,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,Gasoline,,,In-Line,79.04,106.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1HGEJ622*YL***,,09OCT19:08:11:39,2215.30001710961000000000
1-26-2017-015-03,6650,15,3,2,26,10,2,1FADP3K21GL2,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2016,PASSENGER CAR,SE,,,,Hatchback/Liftback/Notchback,5,,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Michigan Assy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,Flexible Fuel Vehicle (FFV),Stoichiometric gasoline direct injection (SGDI),In-Line,119.31,160.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,,,,,1FADP3K2*GL***,Direct,09OCT19:08:07:35,2215.30001710961000000000
1-26-2017-015-03,6650,15,3,3,26,10,2,JF1GPAD63D12,JF1,"FUJI HEAVY INDUSTRIES U.S.A., INC. (C/O SUBARU OF AMERICA)",Subaru,,SUBARU,Impreza,2013,PASSENGER CAR,,Prm Plus+S/R,,,Wagon,4,,2000.0,Manual/Standard,OTA,GUNMA,JAPAN,,,,,,,,,,,,,1075,FHI,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JF1GPAD6*D1***,Direct,09OCT19:08:17:32,2215.30001710961000000000
1-26-2017-018-04,6732,18,4,1,26,10,2,WDDGF4HB1DR2,WDD,MERCEDES-BENZ CARS,Mercedes-Benz,DAIMLER AG,MERCEDES-BENZ,C-Class,2013,PASSENGER CAR,C250,,,,Sedan/Saloon,4,,1800.0,,EAST LONDON,,SOUTH AFRICA,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,Yes,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,,,,WDDGF4HB*DR***,Direct,09OCT19:08:19:47,1280.38266427640000000000
1-26-2017-020-09,6770,20,9,1,26,10,2,JT2SK13E7P01,JT2,TOYOTA MOTOR CORPORATION,Toyota,,TOYOTA,Camry,1993,PASSENGER CAR,XLE,,,,Sedan/Saloon,4,5S,2200.0,,,,JAPAN,,,,,,,,,,,,,1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,96.94,130.00,,,,,,,1st Row (Driver & Passenger),,,,,,0,,,,,JT2SK13E*P0***,,09OCT19:08:18:19,4482.50651550674000000000
1-26-2017-021-03,6804,21,3,1,26,10,2,1GCEC14W31Z1,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2001,TRUCK,1500,1/2 Ton,,,Pickup,2,L35,4300.0,,FORT WAYNE,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,984,GM Truck Group,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,WRN,,6,,,,,V-Shaped,,,,,,,,,,,,,,,0,,,,,1GCEC14W*1Z***,,09OCT19:08:10:19,1072.71573785180000000000
1-26-2017-021-03,6804,21,3,2,26,10,2,5TDBK3EH5DS2,5TD,"TOYOTA MOTOR MANUFACTURING, INDIANA, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Highlander,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),GSU40L/GSU45L/ASU40L/GVU48L,Base/Hybrid,,N Grade,Wagon,5,2GR-FE,3500.0,,,INDIANA,UNITED STATES (USA),,,,,,,,,,,,,1087,"Toyota Motor Manufacturing, Indiana, Inc.",,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,172.26,231.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,,,0,,,,,5TDBK3EH*DS***,Direct,09OCT19:08:16:57,1072.71573785180000000000
1-26-2017-022-03,6846,22,3,1,26,10,2,3FA6P0K99GR2,3FA,"FORD MOTOR COMPANY, MEXICO",Ford,"FORD MOTOR COMPANY, USA",FORD,Fusion,2016,PASSENGER CAR,Titanium,,,,Sedan/Saloon,4,,2000.0,,HERMOSILLO,,MEXICO,,,,,,,,,,,,,979,Hermosillo,,,,,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,,,,,,,,Ford,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,178.97,240.00,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,,,,0,,,,,3FA6P0K9*GR***,Direct,09OCT19:08:14:41,2176.53884370464000000000
1-26-2017-023-03,6885,23,3,1,26,10,2,KNDMB2332962,KND,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,KIA,Sedona,2009,MULTIPURPOSE PASSENGER VEHICLE (MPV),BL,,Minivan (Long Coach),,Minivan,4,,3800.0,,SOHARI,,SOUTH KOREA,,,,,,,,,,,,,1034,Kia Motors Corporation,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,,,,V-Shaped,,,,,,,,,,,,,,,0,,,,,KNDMB233*96***,Direct,09OCT19:08:19:24,1592.59780310843000000000
1-26-2017-023-03,6885,23,3,2,26,10,2,1GNSKBE03DR2,1GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Tahoe,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),1/2 ton LT,,,,,,"LMG - Flex Fuel (Gas/ALC), Cylinder Deactivation Iron",5300.0,,ARLINGTON,TEXAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,,,,Hydraulic,,,,,,,,,8,,Flexible Fuel Vehicle (FFV),,Sequential Fuel Injection (SFI),V-Shaped,,,,Overhead Valve (OHV),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,1GNSKBE0*DR***,Direct,09OCT19:08:11:03,1592.59780310843000000000
1-26-2017-025-04,6931,25,4,1,26,10,2,3G7DA03E91S5,3G7,GENERAL MOTORS LLC,GM,,PONTIAC,Aztek,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),SRV,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LA1,3400.0,,RAMOS ARIZPE,COAHUILA,MEXICO,,,,,,,,,,,,,984,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,FLT,,6,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,,,,3G7DA03E*1S***,,09OCT19:08:14:51,3320.17327311427000000000
1-26-2017-025-04,6931,25,4,2,26,10,2,2FMDK49C58BA,2FM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Edge,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),SEL Plus,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3500.0,,OAKVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,197.61,265.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,2FMDK49C*8B***,Direct,09OCT19:08:13:07,3320.17327311427000000000
1-26-2017-025-04,6931,25,4,3,26,10,2,2HGFG3B83DH5,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2013,PASSENGER CAR,EX,,,,Coupe,2,R18Z1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFG3B8*DH***,Direct,09OCT19:08:13:54,3320.17327311427000000000
