CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
7751,13,75,1-13-2017-075-04,4,1,1,1,2843.96092831067000000000,7,2
7785,13,76,1-13-2017-076-03,3,1,1,1,776.49318465959000000000,7,2
7785,13,76,1-13-2017-076-03,3,2,1,1,776.49318465959000000000,7,2
7786,13,77,1-13-2017-077-03,3,1,1,1,776.49318467001800000000,7,2
7837,13,79,1-13-2017-079-03,3,1,1,1,667.66011205087700000000,7,2
7837,13,79,1-13-2017-079-03,3,2,3,,667.66011205087700000000,7,2
7838,13,80,1-13-2017-080-02,2,1,1,3,51.90491220812200000000,7,2
7845,13,81,1-13-2017-081-06,6,1,3,,1294.92975302644000000000,7,2
7896,13,82,1-13-2017-082-05,5,2,1,1,95.65350164433570000000,7,2
7897,13,83,1-13-2017-083-04,4,1,3,,1961.70184442371000000000,7,2
7897,13,83,1-13-2017-083-04,4,2,5,,1961.70184442371000000000,7,2
7898,13,84,1-13-2017-084-03,3,1,1,1,561.29261198903300000000,7,2
7954,13,85,1-13-2017-085-09,9,1,4,,5700.84514470473000000000,7,2
7955,13,86,1-13-2017-086-07,7,1,3,,3590.29038735847000000000,7,2
7956,13,87,1-13-2017-087-02,2,1,1,3,77.01129182409220000000,7,2
7956,13,87,1-13-2017-087-02,2,2,1,1,77.01129182409220000000,7,2
8009,13,88,1-13-2017-088-06,6,1,6,,2354.89904044317000000000,7,2
8009,13,88,1-13-2017-088-06,6,3,4,,2354.89904044317000000000,7,2
8009,13,88,1-13-2017-088-06,6,4,5,,2354.89904044317000000000,7,2
8010,13,89,1-13-2017-089-09,9,1,3,,6987.46072198689000000000,7,2
8011,13,90,1-13-2017-090-02,2,2,1,3,94.39185999345290000000,7,2
8078,13,91,1-13-2017-091-02,2,2,3,,81.33040876967740000000,7,2
8079,13,92,1-13-2017-092-02,2,1,9,,81.33040876967740000000,7,2
8080,13,93,1-13-2017-093-04,4,2,1,1,3656.31496346705000000000,7,2
8161,13,94,1-13-2017-094-08,8,2,4,,700.49949956760400000000,7,2
8162,13,95,1-13-2017-095-02,2,1,3,,65.95920557307680000000,7,2
8162,13,95,1-13-2017-095-02,2,2,5,,65.95920557307680000000,7,2
8163,13,96,1-13-2017-096-07,7,1,3,,3075.03868742692000000000,7,2
8163,13,96,1-13-2017-096-07,7,2,1,1,3075.03868742692000000000,7,2
8213,13,97,1-13-2017-097-07,7,2,1,1,2231.50714696432000000000,7,2
8214,13,98,1-13-2017-098-03,3,1,1,1,615.70131977854700000000,7,2
8215,13,99,1-13-2017-099-03,3,1,3,,615.70131977957600000000,7,2
8264,13,101,1-13-2017-101-07,7,1,3,,2326.01913800514000000000,7,2
8264,13,101,1-13-2017-101-07,7,2,5,,2326.01913800514000000000,7,2
8265,13,102,1-13-2017-102-02,2,1,1,1,49.89282740340760000000,7,2
8265,13,102,1-13-2017-102-02,2,2,1,1,49.89282740340760000000,7,2
8290,13,103,1-13-2017-103-03,3,2,1,1,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,3,3,,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,4,1,1,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,5,1,3,641.77838507364300000000,7,2
8290,13,103,1-13-2017-103-03,3,6,5,,641.77838507364300000000,7,2
8363,13,104,1-13-2017-104-09,9,1,3,,6105.03613816709000000000,7,2
8363,13,104,1-13-2017-104-09,9,2,1,1,6105.03613816709000000000,7,2
8364,13,105,1-13-2017-105-04,4,2,3,,3707.61002789913000000000,7,2
8364,13,105,1-13-2017-105-04,4,3,1,1,3707.61002789913000000000,7,2
8423,13,107,1-13-2017-107-03,3,1,1,1,588.49684969609700000000,7,2
8458,13,109,1-13-2017-109-03,3,1,1,1,588.49684970036100000000,7,2
8458,13,109,1-13-2017-109-03,3,2,3,,588.49684970036100000000,7,2
8459,13,110,1-13-2017-110-10,10,1,3,,9616.66539600584000000000,7,2
8512,13,111,1-13-2017-111-05,5,2,1,1,182.88461022193300000000,7,2
8513,13,112,1-13-2017-112-02,2,1,3,,83.42930842796530000000,7,2
8513,13,112,1-13-2017-112-02,2,2,1,1,83.42930842796530000000,7,2
8514,13,113,1-13-2017-113-04,4,1,3,,3750.67374452280000000000,7,2
8514,13,113,1-13-2017-113-04,4,2,5,,3750.67374452280000000000,7,2
8514,13,113,1-13-2017-113-04,4,3,3,,3750.67374452280000000000,7,2
8572,13,114,1-13-2017-114-03,3,2,5,,3137.67327522689000000000,7,2
8632,13,115,1-13-2017-115-02,2,1,5,,44.98935760972250000000,7,2
8633,13,116,1-13-2017-116-03,3,1,5,,578.70437044616900000000,7,2
8634,13,117,1-13-2017-117-03,3,2,3,,578.70437044616900000000,7,2
8721,13,118,1-13-2017-118-06,6,2,1,1,2171.89936547399000000000,7,2
8723,13,120,1-13-2017-120-05,5,2,1,1,190.83607124417300000000,7,2
8815,13,121,1-13-2017-121-04,4,1,1,1,5139.79718527359000000000,7,2
8816,13,122,1-13-2017-122-02,2,1,5,,114.32871900777300000000,7,2
8816,13,122,1-13-2017-122-02,2,2,3,,114.32871900777300000000,7,2
8817,13,123,1-13-2017-123-04,4,1,1,1,5139.79718527359000000000,7,2
8868,13,124,1-13-2017-124-02,2,1,1,1,267.37496785385700000000,7,2
8962,13,125,1-13-2017-125-03,3,2,1,1,1036.63662966674000000000,7,2
8955,13,126,1-13-2017-126-03,3,1,5,,1036.63662975577000000000,7,2
8956,13,127,1-13-2017-127-01,1,1,1,3,243.63881520503200000000,7,2
8956,13,127,1-13-2017-127-01,1,2,1,1,243.63881520503200000000,7,2
9014,13,128,1-13-2017-128-02,2,2,1,1,192.70173398915500000000,7,2
9095,13,129,1-13-2017-129-01,1,1,3,,205.85280195908900000000,7,2
6092,14,1,1-14-2017-001-05,5,1,9,,223.19655591898900000000,8,2
6092,14,1,1-14-2017-001-05,5,2,9,,223.19655591898900000000,8,2
6176,14,2,1-14-2017-002-06,6,2,1,1,584.84579035510000000000,8,2
6222,14,4,1-14-2017-004-10,10,1,1,1,5496.44877828333000000000,8,2
6222,14,4,1-14-2017-004-10,10,2,1,1,5496.44877828333000000000,8,2
6223,14,5,1-14-2017-005-06,6,1,1,1,2850.08274068618000000000,8,2
6293,14,6,1-14-2017-006-02,2,1,1,1,377.19204933004900000000,8,2
6293,14,6,1-14-2017-006-02,2,2,1,1,377.19204933004900000000,8,2
6293,14,6,1-14-2017-006-02,2,3,2,1,377.19204933004900000000,8,2
6340,14,7,1-14-2017-007-08,8,1,3,,1502.31800595479000000000,8,2
6340,14,7,1-14-2017-007-08,8,2,1,1,1502.31800595479000000000,8,2
6383,14,8,1-14-2017-008-08,8,1,3,,1502.31800595479000000000,8,2
6462,14,10,1-14-2017-010-07,7,2,1,1,2445.71364449741000000000,8,2
6477,14,11,1-14-2017-011-02,2,1,3,,309.96875591204000000000,8,2
6477,14,11,1-14-2017-011-02,2,2,1,1,309.96875591204000000000,8,2
6477,14,11,1-14-2017-011-02,2,3,3,,309.96875591204000000000,8,2
6565,14,13,1-14-2017-013-05,5,1,1,1,540.04155425690800000000,8,2
6565,14,13,1-14-2017-013-05,5,2,1,1,540.04155425690800000000,8,2
6571,14,14,1-14-2017-014-01,1,1,1,3,473.93014835835700000000,8,2
6618,14,15,1-14-2017-015-03,3,1,3,,1955.82995505533000000000,8,2
6618,14,15,1-14-2017-015-03,3,2,1,1,1955.82995505533000000000,8,2
6658,14,16,1-14-2017-016-03,3,1,1,1,1619.89588426773000000000,8,2
6658,14,16,1-14-2017-016-03,3,2,1,1,1619.89588426773000000000,8,2
6704,14,17,1-14-2017-017-05,5,2,3,,628.83294075430700000000,8,2
6739,14,18,1-14-2017-018-04,4,2,3,,6663.40998454130000000000,8,2
6739,14,18,1-14-2017-018-04,4,3,1,1,6663.40998454130000000000,8,2
6781,14,19,1-14-2017-019-02,2,1,1,1,288.74114917590600000000,8,2
6823,14,20,1-14-2017-020-02,2,1,1,3,358.19383091797000000000,8,2
6823,14,20,1-14-2017-020-02,2,2,1,2,358.19383091797000000000,8,2
6862,14,21,1-14-2017-021-07,7,1,1,3,13075.49209272280000000000,8,2
6862,14,21,1-14-2017-021-07,7,2,1,3,13075.49209272280000000000,8,2
6900,14,22,1-14-2017-022-03,3,1,1,1,4315.48660951168000000000,8,2
6936,14,23,1-14-2017-023-02,2,1,1,1,310.24729344789100000000,8,2
6936,14,23,1-14-2017-023-02,2,2,3,,310.24729344789100000000,8,2
7015,14,24,1-14-2017-024-02,2,1,3,,621.76106225410500000000,8,2
7015,14,24,1-14-2017-024-02,2,2,1,3,621.76106225410500000000,8,2
7055,14,25,1-14-2017-025-10,10,1,3,,20830.73511251550000000000,8,2
7055,14,25,1-14-2017-025-10,10,2,5,,20830.73511251550000000000,8,2
7111,14,26,1-14-2017-026-05,5,1,4,,376.25371089808100000000,8,2
7111,14,26,1-14-2017-026-05,5,2,1,1,376.25371089808100000000,8,2
7110,14,27,1-14-2017-027-05,5,1,6,,376.25371089808100000000,8,2
7161,14,28,1-14-2017-028-02,2,1,9,,299.17107424882100000000,8,2
7161,14,28,1-14-2017-028-02,2,2,1,3,299.17107424882100000000,8,2
7209,14,29,1-14-2017-029-07,7,1,1,1,5839.57216860709000000000,8,2
7210,14,30,1-14-2017-030-07,7,1,1,1,5839.57216860709000000000,8,2
7210,14,30,1-14-2017-030-07,7,2,3,,5839.57216860709000000000,8,2
7272,14,31,1-14-2017-031-04,4,2,1,1,16228.30907686420000000000,8,2
7332,14,32,1-14-2017-032-06,6,1,3,,1318.05921883787000000000,8,2
7332,14,32,1-14-2017-032-06,6,2,3,,1318.05921883787000000000,8,2
7333,14,33,1-14-2017-033-07,7,2,1,1,2666.64479275074000000000,8,2
7360,14,34,1-14-2017-034-03,3,2,1,1,1996.18806368653000000000,8,2
7424,14,35,1-14-2017-035-02,2,1,1,1,217.19889189633500000000,8,2
7424,14,35,1-14-2017-035-02,2,2,1,1,217.19889189633500000000,8,2
7425,14,36,1-14-2017-036-03,3,1,1,1,2580.54684703660000000000,8,2
7524,14,37,1-14-2017-037-03,3,1,3,,1173.12567529823000000000,8,2
7594,14,38,1-14-2017-038-02,2,1,1,1,271.80530537009800000000,8,2
7594,14,38,1-14-2017-038-02,2,2,1,1,271.80530537009800000000,8,2
7584,14,39,1-14-2017-039-03,3,1,1,1,3229.32735824175000000000,8,2
7655,14,40,1-14-2017-040-08,8,2,3,,1502.31800595479000000000,8,2
7714,14,41,1-14-2017-041-06,6,1,1,1,4768.01422503003000000000,8,2
7714,14,41,1-14-2017-041-06,6,2,1,1,4768.01422503003000000000,8,2
7715,14,42,1-14-2017-042-02,2,1,1,1,216.31812574293200000000,8,2
7715,14,42,1-14-2017-042-02,2,2,3,,216.31812574293200000000,8,2
7768,14,43,1-14-2017-043-03,3,1,3,,1443.64910237224000000000,8,2
7829,14,44,1-14-2017-044-02,2,1,5,,216.31812574293200000000,8,2
7830,14,45,1-14-2017-045-05,5,1,1,1,331.76574405665300000000,8,2
7886,14,46,1-14-2017-046-02,2,1,1,1,300.38967596816900000000,8,2
7886,14,46,1-14-2017-046-02,2,2,3,,300.38967596816900000000,8,2
7939,14,48,1-14-2017-048-03,3,1,1,1,915.91059954895700000000,8,2
7990,14,50,1-14-2017-050-03,3,1,1,1,3413.53071152178000000000,8,2
7990,14,50,1-14-2017-050-03,3,2,1,1,3413.53071152178000000000,8,2
8055,14,51,1-14-2017-051-03,3,2,1,1,824.29045383351600000000,8,2
8164,14,54,1-14-2017-054-10,10,1,1,1,8090.10027237410000000000,8,2
8125,14,55,1-14-2017-055-03,3,1,9,,443.83577890566900000000,8,2
8216,14,56,1-14-2017-056-03,3,2,3,,858.37896519176900000000,8,2
8217,14,57,1-14-2017-057-04,4,2,2,1,3346.37011838810000000000,8,2
8260,14,58,1-14-2017-058-04,4,1,3,,11935.49762595350000000000,8,2
8260,14,58,1-14-2017-058-04,4,2,1,1,11935.49762595350000000000,8,2
8350,14,59,1-14-2017-059-04,4,1,2,1,2823.31395353237000000000,8,2
8350,14,59,1-14-2017-059-04,4,2,3,,2823.31395353237000000000,8,2
8351,14,60,1-14-2017-060-04,4,1,3,,2823.31395353237000000000,8,2
8351,14,60,1-14-2017-060-04,4,2,3,,2823.31395353237000000000,8,2
8495,14,61,1-14-2017-061-05,5,1,3,,425.66752853340800000000,8,2
8496,14,62,1-14-2017-062-01,1,1,3,,473.93014835835700000000,8,2
8626,14,64,1-14-2017-064-07,7,2,1,1,1200.04341760471000000000,8,2
8627,14,65,1-14-2017-065-07,7,1,1,1,1200.04341760471000000000,8,2
8627,14,65,1-14-2017-065-07,7,2,3,,1200.04341760471000000000,8,2
8766,14,66,1-14-2017-066-07,7,1,3,,13238.45972740640000000000,8,2
8767,14,67,1-14-2017-067-02,2,1,1,1,382.61972314876800000000,8,2
8767,14,67,1-14-2017-067-02,2,2,1,1,382.61972314876800000000,8,2
8796,14,68,1-14-2017-068-03,3,1,3,,3945.06329022054000000000,8,2
8869,14,69,1-14-2017-069-07,7,1,1,1,7011.71703689729000000000,8,2
8869,14,69,1-14-2017-069-07,7,2,1,1,7011.71703689729000000000,8,2
8870,14,70,1-14-2017-070-02,2,1,3,,216.31812574293200000000,8,2
8987,14,72,1-14-2017-072-01,1,1,1,3,373.57530264623700000000,8,2
9017,14,73,1-14-2017-073-06,6,2,5,,3185.24500956873000000000,8,2
9062,14,74,1-14-2017-074-04,4,1,1,3,282.61865040089800000000,8,2
6209,15,2,1-15-2017-002-02,2,1,1,1,34.01448553765580000000,1,2
6210,15,3,1-15-2017-003-03,3,2,5,,436.43594911630800000000,1,2
6267,15,4,1-15-2017-004-09,9,3,1,1,1694.46620873361000000000,1,2
6268,15,5,1-15-2017-005-03,3,2,1,1,293.70050024011100000000,1,2
6328,15,6,1-15-2017-006-03,3,1,1,1,677.24894055044300000000,1,2
6328,15,6,1-15-2017-006-03,3,2,9,,677.24894055044300000000,1,2
6371,15,7,1-15-2017-007-02,2,1,5,,90.59721036511070000000,1,2
6371,15,7,1-15-2017-007-02,2,2,9,,90.59721036511070000000,1,2
6371,15,7,1-15-2017-007-02,2,3,9,,90.59721036511070000000,1,2
6456,15,9,1-15-2017-009-03,3,1,1,2,657.51132098465000000000,1,2
6550,15,11,1-15-2017-011-02,2,1,1,2,59.52783738415900000000,1,2
6656,15,14,1-15-2017-014-02,2,2,9,,87.18390910430990000000,1,2
6684,15,15,1-15-2017-015-06,6,1,3,,1196.75176319565000000000,1,2
6725,15,16,1-15-2017-016-05,5,1,3,,165.94222400342600000000,1,2
6769,15,18,1-15-2017-018-06,6,1,3,,1212.83585076125000000000,1,2
6769,15,18,1-15-2017-018-06,6,2,3,,1212.83585076125000000000,1,2
6798,15,19,1-15-2017-019-06,6,2,3,,1370.13552267711000000000,1,2
6833,15,20,1-15-2017-020-03,3,1,1,1,375.42663400268000000000,1,2
6833,15,20,1-15-2017-020-03,3,2,1,2,375.42663400268000000000,1,2
6887,15,21,1-15-2017-021-05,5,1,3,,103.82022035415100000000,1,2
6922,15,22,1-15-2017-022-04,4,1,1,1,3123.51012967514000000000,1,2
6959,15,23,1-15-2017-023-03,3,2,1,1,957.00588561080100000000,1,2
7003,15,25,1-15-2017-025-03,3,1,9,,488.46436125514300000000,1,2
7003,15,25,1-15-2017-025-03,3,2,9,,488.46436125514300000000,1,2
7037,15,26,1-15-2017-026-02,2,1,3,,75.79120972874810000000,1,2
7037,15,26,1-15-2017-026-02,2,2,1,1,75.79120972874810000000,1,2
7067,15,27,1-15-2017-027-03,3,1,9,,627.04282600614600000000,1,2
7067,15,27,1-15-2017-027-03,3,2,3,,627.04282600614600000000,1,2
7140,15,30,1-15-2017-030-03,3,1,9,,619.52606672722100000000,1,2
7140,15,30,1-15-2017-030-03,3,2,9,,619.52606672722100000000,1,2
7236,15,32,1-15-2017-032-03,3,1,1,1,503.30813987989800000000,1,2
7236,15,32,1-15-2017-032-03,3,2,1,1,503.30813987989800000000,1,2
7285,15,33,1-15-2017-033-07,7,2,9,,1350.77088166280000000000,1,2
7286,15,34,1-15-2017-034-06,6,1,1,1,721.03095526330900000000,1,2
7338,15,37,1-15-2017-037-03,3,1,6,,361.34448870763400000000,1,2
7339,15,38,1-15-2017-038-03,3,1,1,1,361.34448870626200000000,1,2
7387,15,39,1-15-2017-039-06,6,1,1,1,311.09421295996900000000,1,2
7387,15,39,1-15-2017-039-06,6,2,5,,311.09421295996900000000,1,2
7392,15,42,1-15-2017-042-02,2,1,9,,12.50099393235700000000,1,2
7393,15,43,1-15-2017-043-02,2,2,1,1,12.50099393235700000000,1,2
7445,15,44,1-15-2017-044-03,3,1,9,,590.92510086590600000000,1,2
7446,15,45,1-15-2017-045-04,4,1,3,,1869.59623103253000000000,1,2
7562,15,47,1-15-2017-047-03,3,2,1,1,774.69361884584400000000,1,2
7615,15,49,1-15-2017-049-02,2,1,1,1,24.54734966064470000000,1,2
7615,15,49,1-15-2017-049-02,2,2,3,,24.54734966064470000000,1,2
7679,15,50,1-15-2017-050-03,3,1,9,,132.58424975358400000000,1,2
7681,15,52,1-15-2017-052-03,3,1,9,,132.58424974971700000000,1,2
7681,15,52,1-15-2017-052-03,3,2,9,,132.58424974971700000000,1,2
7685,15,53,1-15-2017-053-02,2,1,1,1,11.53676591472070000000,1,2
7685,15,53,1-15-2017-053-02,2,2,3,,11.53676591472070000000,1,2
7745,15,57,1-15-2017-057-03,3,1,1,1,320.25823357408600000000,1,2
7745,15,57,1-15-2017-057-03,3,2,1,1,320.25823357408600000000,1,2
7801,15,62,1-15-2017-062-03,3,1,1,1,134.92024387811600000000,1,2
7802,15,63,1-15-2017-063-03,3,1,9,,134.92024387811600000000,1,2
7862,15,65,1-15-2017-065-02,2,1,3,,40.53089709566960000000,1,2
7909,15,67,1-15-2017-067-02,2,1,3,,24.28664758738630000000,1,2
7909,15,67,1-15-2017-067-02,2,2,3,,24.28664758738630000000,1,2
7910,15,68,1-15-2017-068-03,3,1,9,,311.61917997116500000000,1,2
7910,15,68,1-15-2017-068-03,3,2,1,2,311.61917997116500000000,1,2
7969,15,70,1-15-2017-070-03,3,1,1,1,270.28161021164900000000,1,2
7970,15,71,1-15-2017-071-09,9,2,3,,1559.35401868943000000000,1,2
8020,15,73,1-15-2017-073-02,2,1,1,2,48.06609229038210000000,1,2
8020,15,73,1-15-2017-073-02,2,2,3,,48.06609229038210000000,1,2
8090,15,74,1-15-2017-074-02,2,1,1,1,29.18786813971540000000,1,2
8093,15,76,1-15-2017-076-05,5,2,3,,63.82201802135370000000,1,2
8178,15,80,1-15-2017-080-03,3,2,1,2,118.95607927728000000000,1,2
8179,15,81,1-15-2017-081-02,2,1,1,2,11.53676591472070000000,1,2
8179,15,81,1-15-2017-081-02,2,2,3,,11.53676591472070000000,1,2
8180,15,82,1-15-2017-082-04,4,2,1,2,376.35875875857200000000,1,2
8224,15,83,1-15-2017-083-03,3,1,1,1,451.34284302826000000000,1,2
8280,15,85,1-15-2017-085-03,3,2,1,2,225.61669606715800000000,1,2
8281,15,86,1-15-2017-086-03,3,1,9,,225.61669606715800000000,1,2
8282,15,87,1-15-2017-087-06,6,1,3,,437.58458419727100000000,1,2
8282,15,87,1-15-2017-087-06,6,2,3,,437.58458419727100000000,1,2
8381,15,90,1-15-2017-090-03,3,2,3,,208.77720683711500000000,1,2
8444,15,92,1-15-2017-092-03,3,1,1,1,430.80073115992800000000,1,2
8449,15,96,1-15-2017-096-02,2,3,1,1,33.57529385300520000000,1,2
8522,15,98,1-15-2017-098-02,2,1,3,,17.34590739210340000000,1,2
8525,15,99,1-15-2017-099-03,3,1,3,,222.56334136243700000000,1,2
8525,15,99,1-15-2017-099-03,3,2,9,,222.56334136243700000000,1,2
8586,15,101,1-15-2017-101-02,2,1,1,2,63.62414804291770000000,1,2
8586,15,101,1-15-2017-101-02,2,2,9,,63.62414804291770000000,1,2
8587,15,102,1-15-2017-102-05,5,2,1,1,139.12018182921500000000,1,2
8644,15,104,1-15-2017-104-07,7,2,5,,1017.79855543732000000000,1,2
8772,15,106,1-15-2017-106-05,5,1,3,,138.68264293513800000000,1,2
8772,15,106,1-15-2017-106-05,5,2,3,,138.68264293513800000000,1,2
8773,15,107,1-15-2017-107-03,3,1,1,1,813.78665224624900000000,1,2
8821,15,109,1-15-2017-109-02,2,1,3,,67.74359964512890000000,1,2
8981,15,117,1-15-2017-117-07,7,1,1,1,759.05931469325800000000,1,2
6062,16,1,1-16-2017-001-10,10,1,3,,96.07347975806180000000,5,2
6103,16,2,1-16-2017-002-03,3,2,3,,299.33367263326100000000,5,2
6104,16,3,1-16-2017-003-05,5,2,1,1,51.01138574682890000000,5,2
6174,16,4,1-16-2017-004-02,2,1,1,1,40.01506231207130000000,5,2
6174,16,4,1-16-2017-004-02,2,2,1,1,40.01506231207130000000,5,2
6175,16,5,1-16-2017-005-09,9,1,3,,2962.15877300143000000000,5,2
6175,16,5,1-16-2017-005-09,9,2,3,,2962.15877300143000000000,5,2
6235,16,6,1-16-2017-006-05,5,2,3,,34.93889655907460000000,5,2
6236,16,7,1-16-2017-007-07,7,2,3,,700.60866870030600000000,5,2
6237,16,8,1-16-2017-008-07,7,1,1,1,700.60866870615300000000,5,2
6237,16,8,1-16-2017-008-07,7,2,1,1,700.60866870615300000000,5,2
6303,16,9,1-16-2017-009-05,5,1,1,1,141.91999980010600000000,5,2
6304,16,10,1-16-2017-010-02,2,1,1,1,61.04284349446160000000,5,2
6349,16,11,1-16-2017-011-02,2,1,3,,23.54765987378520000000,5,2
6349,16,11,1-16-2017-011-02,2,2,1,1,23.54765987378520000000,5,2
6350,16,12,1-16-2017-012-07,7,1,1,1,1097.79923031420000000000,5,2
6350,16,12,1-16-2017-012-07,7,2,1,1,1097.79923031420000000000,5,2
6386,16,13,1-16-2017-013-09,9,1,3,,1126.03630615239000000000,5,2
6386,16,13,1-16-2017-013-09,9,2,3,,1126.03630615239000000000,5,2
6387,16,14,1-16-2017-014-06,6,1,3,,402.49050103381300000000,5,2
6387,16,14,1-16-2017-014-06,6,2,3,,402.49050103381300000000,5,2
6387,16,14,1-16-2017-014-06,6,3,1,1,402.49050103381300000000,5,2
6432,16,15,1-16-2017-015-07,7,1,1,1,734.99871946186600000000,5,2
6432,16,15,1-16-2017-015-07,7,2,3,,734.99871946186600000000,5,2
6443,16,17,1-16-2017-017-03,3,2,3,,215.08430158173300000000,5,2
6443,16,17,1-16-2017-017-03,3,3,1,1,215.08430158173300000000,5,2
6486,16,18,1-16-2017-018-05,5,1,1,1,104.05714578876500000000,5,2
6487,16,19,1-16-2017-019-07,7,1,1,1,2086.59532955070000000000,5,2
6487,16,19,1-16-2017-019-07,7,2,1,1,2086.59532955070000000000,5,2
6527,16,20,1-16-2017-020-01,1,1,9,,114.65642815516700000000,5,2
6528,16,21,1-16-2017-021-05,5,1,3,,83.13617271333370000000,5,2
6579,16,23,1-16-2017-023-09,9,2,3,,2493.79772418503000000000,5,2
6606,16,24,1-16-2017-024-02,2,1,3,,33.68808999589450000000,5,2
6606,16,24,1-16-2017-024-02,2,2,1,1,33.68808999589450000000,5,2
6631,16,25,1-16-2017-025-02,2,1,1,3,47.77282819979670000000,5,2
6631,16,25,1-16-2017-025-02,2,2,3,,47.77282819979670000000,5,2
6632,16,26,1-16-2017-026-09,9,1,3,,3536.43588155501000000000,5,2
6660,16,28,1-16-2017-028-08,8,1,3,,1148.15376578354000000000,5,2
6660,16,28,1-16-2017-028-08,8,2,3,,1148.15376578354000000000,5,2
6716,16,29,1-16-2017-029-04,4,1,1,1,2622.78984691832000000000,5,2
6716,16,29,1-16-2017-029-04,4,2,5,,2622.78984691832000000000,5,2
6736,16,30,1-16-2017-030-07,7,2,3,,3068.62319672174000000000,5,2
6783,16,31,1-16-2017-031-09,9,1,5,,5664.98907081868000000000,5,2
6783,16,31,1-16-2017-031-09,9,2,3,,5664.98907081868000000000,5,2
6822,16,32,1-16-2017-032-07,7,1,9,,2568.08122827197000000000,5,2
6822,16,32,1-16-2017-032-07,7,2,3,,2568.08122827197000000000,5,2
6883,16,34,1-16-2017-034-04,4,1,1,1,1494.08520176857000000000,5,2
6908,16,35,1-16-2017-035-04,4,2,1,1,14605.27882648470000000000,5,2
6951,16,37,1-16-2017-037-06,6,1,3,,986.06523961507900000000,5,2
6951,16,37,1-16-2017-037-06,6,2,1,1,986.06523961507900000000,5,2
6985,16,38,1-16-2017-038-02,2,1,1,1,93.33952445517990000000,5,2
6985,16,38,1-16-2017-038-02,2,2,1,1,93.33952445517990000000,5,2
7016,16,39,1-16-2017-039-04,4,1,3,,2127.02225203264000000000,5,2
7016,16,39,1-16-2017-039-04,4,2,3,,2127.02225203264000000000,5,2
7062,16,40,1-16-2017-040-05,5,1,1,1,43.90326223982030000000,5,2
7062,16,40,1-16-2017-040-05,5,2,1,1,43.90326223982030000000,5,2
7086,16,42,1-16-2017-042-07,7,1,1,1,880.36569952568900000000,5,2
7116,16,43,1-16-2017-043-03,3,1,1,1,957.10878992152000000000,5,2
7165,16,44,1-16-2017-044-04,4,1,1,1,406.54415384419700000000,5,2
7165,16,44,1-16-2017-044-04,4,2,1,1,406.54415384419700000000,5,2
7188,16,46,1-16-2017-046-06,6,2,1,1,234.69502727420400000000,5,2
7240,16,48,1-16-2017-048-01,1,1,5,,85.68803151017660000000,5,2
7273,16,49,1-16-2017-049-03,3,1,1,1,339.16571743006300000000,5,2
7274,16,50,1-16-2017-050-03,3,1,3,,339.16571743006300000000,5,2
7304,16,51,1-16-2017-051-06,6,1,1,1,3067.09838689603000000000,5,2
7357,16,52,1-16-2017-052-08,8,1,3,,446.39018515147900000000,5,2
7357,16,52,1-16-2017-052-08,8,2,3,,446.39018515147900000000,5,2
7358,16,53,1-16-2017-053-05,5,1,3,,92.13841593463610000000,5,2
7358,16,53,1-16-2017-053-05,5,2,3,,92.13841593463610000000,5,2
7426,16,54,1-16-2017-054-03,3,1,1,1,168.32205062365500000000,5,2
7426,16,54,1-16-2017-054-03,3,2,3,,168.32205062365500000000,5,2
7529,16,55,1-16-2017-055-03,3,1,3,,398.50972604971200000000,5,2
7530,16,56,1-16-2017-056-05,5,1,1,1,67.91261798517790000000,5,2
7589,16,57,1-16-2017-057-03,3,1,1,1,1086.81269314683000000000,5,2
7589,16,57,1-16-2017-057-03,3,2,3,,1086.81269314683000000000,5,2
7656,16,58,1-16-2017-058-07,7,1,1,1,1698.43017360501000000000,5,2
7656,16,58,1-16-2017-058-07,7,2,1,1,1698.43017360501000000000,5,2
7657,16,59,1-16-2017-059-02,2,1,1,1,36.43112050276990000000,5,2
7657,16,59,1-16-2017-059-02,2,2,1,1,36.43112050276990000000,5,2
